Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
"rumah murah dekat tol jatinegara,buaran,rawamangun di pisangan baru",Rp 1.525.000.000,3,95.5,48,"Jalan Pisangan Baru Utara, Matraman, Jakarta Timur, Indonesia Klender, Jakarta Timur",2025-04-27T14:36:45.386567
rumah siap huni cibubur essance,Rp 848.000.000,3,76,69,"Kota Wisata, Jakarta Timur",2025-04-27T14:36:45.725447
rumah murah di sentul city,Rp 850.000.000,2,60,38,"Sentul City, Bogor",2025-04-27T14:36:45.999919
dijual rumah bukit indah sukajadi batam center fully furnished,Rp 1.400.000.000,4,90,200,"Batam Kota, Batam",2025-04-27T14:36:46.096062
nuansa rumah apik selatan gondowulung tamanan,Rp 465.000.000,2,50,74,"Banguntapan, Bantul",2025-04-27T14:36:46.201448
rumah dijual di kuningan uang muka 1 juta | rumah bisa kpr & cash,Rp 166.000.000,2,30,66,"Lebakwangi, Kuningan",2025-04-27T14:36:46.395258
dijual rumah 3 lantai di tangsel,Rp 1.822.000.000,3,125,93,"Cluster Baverlyne Pondok Cabe, Tangerang Selatan",2025-04-27T14:36:46.684712
rumah dijual regency 21 surabaya strategis,Rp 6.900.000.000,4,350,378,"Regency 21 Keputih, Surabaya",2025-04-27T14:36:46.933840
cluster arel at terrnaea homes serpong tipe 5,Rp 613.000.000,2,31,50,"Pagedangan Gading Serpong, Tangerang",2025-04-27T14:36:54.944681
rumah scandinavian 2 lantai + mezzanine di bawah 1.3 m di depok,Rp 1.299.000.000,3,110.0,84,"Depok, Depok",2025-04-27T14:36:55.204633
show unit baru dijual menteng grand parkir carport 6 mobil,Rp 16.116.700.000,4,331,375,"Gading Serpong, Tangerang",2025-04-27T14:36:55.492990
dijual show unit matera residence type 10 x 18,Rp 13.114.700.000,4,230,259,"Gading Serpong, Tangerang",2025-04-27T14:36:55.763808
rumah modern dekat summarecon bekasi 1 km dari pintu tol jorr 2,Rp 900.000.000,2,35,78,"Bekasi Utara, Bekasi",2025-04-27T14:36:55.951368
jual cepat rumah cluster favorit di pik 8x25 shm nego sampai deal,Rp 7.890.000.000,4,300,200,"Pantai Indah Kapuk, Jakarta Utara",2025-04-27T14:36:56.060703
"rumah 3 lantai attic room di bogor, nuansa asri bebas banjir",Rp 1.073.772.425,3,85,85,"Jl. Atang Senjaya Rancabungur Ranca Bungur, Bogor",2025-04-27T14:36:56.177069
hunian mewah strategis dekat jln solo bandara maguwo,Rp 2.400.000.000,3,150,126,"Kalasan, Sleman",2025-04-27T14:36:56.286978
maison de wisteria tipe c,Rp 3.100.000.000,4,144,120,"RW.8, Ujung Menteng Cakung, Jakarta Timur",2025-04-27T14:36:56.417030
cluster apik strategis area kampus dekat ring road barat,Rp 650.000.000,3,54,90,"Kasihan, Bantul",2025-04-27T14:36:56.690194
miliki segera rumah luas ada 3 kios dekat sonopakis,Rp 850.000.000,3,160,181,"Kasihan, Bantul",2025-04-27T14:36:56.969970
rumah mewah 2 lantai siap huni di denpasar kota,Rp 1.900.000.000,4,150,100,"Pemogan, Denpasar",2025-04-27T14:36:57.283504
menteng grand gading serpong ready stock,Rp 6.722.700.000,3,257,180,"Gading Serpong, Tangerang",2025-04-27T14:36:57.673258
"rumah 3 lantai dekat yasmin bogor, 25 menit ke krl bogor",Rp 1.722.578.445,5,170,105,"Jl. Atang Senjaya Semplak Bogor Bogor Barat - Kota, Bogor",2025-04-27T14:36:57.954593
rumah di padalarang/bandung barat (perumahan batujajar regency),Rp 699.000.000,3,100,154,"Batujajar Regency Raya No. N-42 Padalarang, West Bandung",2025-04-27T14:36:58.265955
maison de wisteria tipe a,Rp 1.400.000.000,2,88,70,"RW.8, Ujung Menteng Cakung, Jakarta Timur",2025-04-27T14:36:58.561278
rumah ready stock 2 lantai+rooftop full furnished & swimming pool,Rp 2.700.000.000,3,113,108,"Coblong, Bandung Kota, Bandung Raya, Indonesia Dago, Bandung",2025-04-27T14:36:58.840998
dijual rumah full furnished dalam komplek perumahan di pondok kelapa,Rp 4.500.000.000,5,235,245,"Jalan Pondok Kelapa Raya, Duren Sawit, Jakarta Timur, Indonesia Duren Sawit, Jakarta Timur",2025-04-27T14:36:59.100963
the premiere hills tipe ulin (normal landed),Rp 3.200.000.000,4,165,200,"Jl. MT Haryono No.53, Karang Anyar, Sungai Kunjang, Samarinda",2025-04-27T14:36:59.397201
"jual murah rumah 1 lantai di pesona depok estate, margonda depok",Rp 2.500.000.000,2,90,180,"Margonda, Depok",2025-04-27T14:36:59.678665
"semi homestay! hunian jawa unit terbatas, selangkah ke candi prambanan",Rp 450.000.000,2,36,75,"Maguwoharjo, Sleman",2025-04-27T14:37:00.011253
dijual murah rumah bagus & siap huni dalam komplek tanjung duren,Rp 1.950.000.000,5,230,78,"Tanjung Duren, Jakarta Barat",2025-04-27T14:37:00.284081
gading center tipe 226,Rp 3.129.210.000,3,226,90,"Jalan Siak No.9, Sukapura, Cilincing, Jakarta Utara",2025-04-27T14:37:00.551712
jual bu semi furnish cluster sevilla jababeka cikarang,Rp 990.000.000,3,75,60,"Cikarang Timur, Bekasi",2025-04-27T14:37:00.806096
ahsana living amarilis tipe 2 kamar,Rp 533.000.000,2,36,60,"Ahsana Living Ciomas, Bogor",2025-04-27T14:37:00.959792
dijual rumah siap huni di g-land padalarang residences harga terjangku,Rp 725.000.000,2,50,101,"Padalarang, Bandung",2025-04-27T14:37:01.071117
dijual runah 2 lantai siap huni bisa kpr di rawamangun jakarta timur,Rp 2.631.000.000,3,90,76,"Rawamangun, Jakarta Timur",2025-04-27T14:37:01.167502
rumah murah luas 202 perum elite bumi palapa hanya 5 menit kampus ub,Rp 1.500.000.000,4,202,202,"Lowokwaru, Malang",2025-04-27T14:37:01.265907
rumah mewah kano - pik 1,Rp 40.000.000.000,6,1000,1084,"Pantai Indah Kapuk, Jakarta Utara",2025-04-27T14:37:01.371804
rumah baru launching lokasi dekat stasiun pondok jati jakarta timur,Rp 278.000.000,1,29,15,"Jatinegara, Jakarta Timur",2025-04-27T14:37:01.476054
murah banget dijual rumah aether greenwich bsd,Rp 2.650.000.000,6,165,84,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:37:11.527742
launching by sinarmasland dr4 armont pasti sold out 5m full marmer 3lt,Rp 5.500.000.000,5,232,120,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:37:11.802869
dijual rumah indent dengan lokasi di kepu jakarta pusat,Rp 660.800.000,2,46,24,"Kemayoran, Jakarta Pusat",2025-04-27T14:37:12.076000
grand tenjo residence - oakwood premiere,Rp 481.667.378,2,34,72,"Jl. Raya Cilaku, Cilaku Tenjo, Bogor",2025-04-27T14:37:12.325417
hitung tanah rumah kost aktif 15 kamar area ngesong dukuh kupang,Rp 1.800.000.000,15,360,240,"Sukomanunggal, Surabaya",2025-04-27T14:37:12.527875
full furnish - perum mewah di wilayah kampus unsil di jual murah,Rp 1.600.000.000,4,180,120,"Tawang, Tasikmalaya",2025-04-27T14:37:12.641829
rumah villa modern furnish +kolam renang di kolonel masturi bandung,Rp 2.500.000.000,3,130,157,"KOLONEL MASTURI Cimahi, Cimahi",2025-04-27T14:37:12.758734
dijual rumah baru hyra at melia graha raya posisi dekat taman,Rp 2.100.000.000,3,77,72,"Jalan Graha Raya Bintaro, Tangerang Selatan Tangerang Selatan",2025-04-27T14:37:12.991873
dijual hunian strategis di pusat kota sidoarjo jawa timur,Rp 1.699.999.999,5,285,175,"Jati, Sidoarjo",2025-04-27T14:37:13.301392
rumah sampangan belakang spbu gajahmungkur,Rp 850.000.000,2,60,170,"Gajahmungkur, Semarang",2025-04-27T14:37:13.610941
rumah mewah murah bu segera di ikan gurame suhat dekat kampus ub umm,Rp 900.000.000,3,145,98,"Lowokwaru, Malang",2025-04-27T14:37:13.917369
"dijual rumah tua hitung lahan, graharaya bintaro pondok serut",Rp 1.000.000.000,2,100,247,"Bekasi Utara, Bekasi",2025-04-27T14:37:14.240891
arsa royal bekasi tipe ares,Rp 1.999.000.000,5,144,84,"Jl. Raya Kranggan Wetan No.10, Jatirangga, Jatisampurna, Bekasi",2025-04-27T14:37:14.545822
di jual rumah cluster grisea gading serpong,Rp 5.400.000.000,4,228,216,Sport Club Cluster Grisea Tangerang Selatan,2025-04-27T14:37:14.841527
rumah bagus siap huni di virginia lagoon bsd city .,Rp 2.900.000.000,4,159.0,180,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:37:15.105220
jual rumah hoek mewah & modern palmyra - alam sutera,Rp 12.000.000.000,5,700,358,"Alam Sutera, Tangerang Selatan",2025-04-27T14:37:15.406985
rumah istimewa murah di sigura gura lebar 20 bagus buat 4 kos elite,Rp 1.800.000.000,7,229,229,"Lowokwaru, Malang",2025-04-27T14:37:15.689624
"for sale modern tropical house di senopati area, kebayoran baru (re)",Rp 31.000.000.000,4,370,409,"Senopati Kebayoran Baru, Jakarta Selatan",2025-04-27T14:37:15.997101
west hampton tipe 46,Rp 526.308.000,3,46,72,"Jalan Graha Boulevard, Hasanuddin, Mandai, Maros",2025-04-27T14:37:16.279590
west hampton tipe 39,Rp 484.548.000,2,39,72,"Jalan Graha Boulevard, Hasanuddin, Mandai, Maros",2025-04-27T14:37:16.557800
rumah syariah shm murah strategis dekat jakarta selatan pamulang bsd,Rp 399.000.000,2,30,50,"Cinangka, Depok",2025-04-27T14:37:16.873230
dijual rumah baru exclusive semi furnish,Rp 3.100.000.000,3,200,256,"Sarijadi, Bandung",2025-04-27T14:37:17.165211
jual rumah bogor raya resident,Rp 675.000.000,2,75,96,"Bogor Utara - Kota, Bogor",2025-04-27T14:37:17.483960
rumah brand new cakep di bsd dekat stasiun cisauk & terminal intermoda,Rp 16.500.000.000,5,850,458,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:37:17.778560
"dijual rumah di semarang, dekat undip pleburan, bisa dijadikan kost-an",Rp 1.600.000.000,5,200,105,"Pleburan Semarang Selatan, Semarang",2025-04-27T14:37:18.064441
dijual rumah lokasi strategis di dekat sektor 1 bintaro,Rp 2.400.000.000,3,120,120,"Bintaro Sektor 1, Tangerang Selatan Tangerang Selatan",2025-04-27T14:37:18.361487
dijual cepat rumah di bintaro dekat dengan jakarta selatan,Rp 2.500.000.000,3,225,154,"Jalan Bintaro Utama Sektor 3A, Tangerang Selatan Tangerang Selatan",2025-04-27T14:37:18.678321
dijual rumah 2 lantai lokasi strategis di pejaten timur jak-sel,Rp 3.900.000.000,4,185,223,"Jl Gunuk Raya Pejaten Timur No C4, Kecamatan Pasar Minggu. Jakarta Selatan Pejaten Timur, Jakarta Selatan",2025-04-27T14:37:18.968599
rumah murah di kebon kosong kemayoran jakarta pusat,Rp 453.000.000,2,39,20,"Kemayoran, Jakarta Pusat",2025-04-27T14:37:19.233783
"paling murah! jual rumah baru pamulang 2 lantai , harga 800 jutaan",Rp 880.000.000,3,100,96,"Jl. Pinang Raya | Pinang Garden Rsdn Pamulang, Kota Tangerang Selatan, Banten 15417 Pamulang Timur, Tangerang Selatan",2025-04-27T14:37:19.388738
jual dibawah harga pasar rumah baru minimalis 2 lantai karawang,Rp 525.000.000,2,83,65,"Jl. Suhud Hidayat no 49 Kp. Utama jaya RT 002 RW 001 Kel. Adiarsa timur Kab. Karawang Karawang Timur, Karawang",2025-04-27T14:37:30.023856
rumah di grand wisata 2 muka jual cepat,Rp 3.100.000.000,5,160,160,"Tambun Selatan, Bekasi",2025-04-27T14:37:30.185700
"rumah baru area mantrijeron dekat pasty, prawirotaman, malioboro",Rp 1.350.000.000,3,160,142,"Mantrijeron, Yogyakarta",2025-04-27T14:37:30.321458
"jual murah rumah bagus di perum merdeka residence, abadijaya depok",Rp 1.150.000.000,4,125,154,"Abadi Jaya, Depok",2025-04-27T14:37:30.459883
"dijual radar auri cimanggis 1,9m nego",Rp 1.900.000.000,4,155,111,"Cimanggis, Depok",2025-04-27T14:37:30.576811
rumah kos eksklusive 20 kamar depan umm kota malang,Rp 2.400.000.000,20,376,120,"Landungsari Lowokwaru, Malang",2025-04-27T14:37:30.810357
"rumah siap huni, 700 meter dari jalan raya kalimulya, bebas biaya",Rp 665.000.000,2,45,78,"Cilodong, Depok",2025-04-27T14:37:30.999344
dijual rumah 2 lt lokasi strategis,Rp 3.950.000.000,3,150,190,"Lebak Bulus, Jakarta Selatan",2025-04-27T14:37:31.108306
rumah baru citra 8 3 lantai 4kt.malta,Rp 2.300.000.000,4,60,104,"Cengkareng, Jakarta Barat",2025-04-27T14:37:31.222618
rumah ungaran elegan modern dengan suasana pegunungan,Rp 1.060.000.000,2,65,81,"Amaya Ungaran, Semarang",2025-04-27T14:37:31.384730
grand tenjo residence - cluster oakwood tipe luxe,Rp 713.270.293,3,55,72,"Jl. Raya Cilaku, Cilaku Tenjo, Bogor",2025-04-27T14:37:31.528204
jual rumah murah siap huni 2 lantai strategis sunter jakarta utara,Rp 477.000.000,2,43,22,"Sunter, Jakarta Utara",2025-04-27T14:37:31.681877
dijual rumah 2 lantai di pasar baru jakarta pusat,Rp 640.000.000,2,46,24,"Pasar Baru, Jakarta Pusat",2025-04-27T14:37:31.795287
dijual rumah cluster san lorenzo - gading serpong,Rp 4.250.000.000,5,250,162,"Gading Serpong, Tangerang",2025-04-27T14:37:32.074477
dijual rumah bagus siap huni di eminent bsd city,Rp 5.500.000.000,4,260,174,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:37:32.179654
rumah murah luas 188 hanya 70 m dari jalan raya dinoyo bagus buat kos,Rp 1.500.000.000,4,188,188,"Lowokwaru, Malang",2025-04-27T14:37:32.299510
rumah dijual rumah lokasi prime di kelapa gading,Rp 8.500.000.000,6,320,200,"Kelapa Gading, Jakarta Utara",2025-04-27T14:37:32.395808
arsa royal bekasi tipe oscar,Rp 2.600.000.000,5,192,112,"Jl. Raya Kranggan Wetan No.10, Jatirangga, Jatisampurna, Bekasi",2025-04-27T14:37:32.521882
arsa royal bekasi tipe ellia,Rp 1.030.000.000,3,70,50,"Jl. Raya Kranggan Wetan No.10, Jatirangga, Jatisampurna, Bekasi",2025-04-27T14:37:32.657645
"rumah brand new “ mahoni “, cendana residence , ciater serpong",Rp 1.241.000.000,3,57,72,"Serpong, Tangerang Selatan",2025-04-27T14:37:32.774124
murah banget wts dijual rumah karelia village gading serpong,Rp 1.750.000.000,4,105,84,"Gading Serpong, Tangerang",2025-04-27T14:37:32.870877
"dijual rumah cantik siap huni, posisi hook , lingkungan aman, nyaman",Rp 1.700.000.000,3,52,79,"Jalan Graha Raya Bintaro, Tangerang Selatan, Indonesia Tangerang Selatan",2025-04-27T14:37:33.058379
"dijual cepat! rumah + tanah luas di lokasi strategis, pakowa - manado",Rp 750.000.000,3,200,734,"Jl. Pantekosta Eklesia Pakowa, Manado",2025-04-27T14:37:33.226290
rumah shm row jalan 3 mobil manyar rejo dekat untag,Rp 3.250.000.000,3,200,250,"Manyar Rejo VI Manyar, Surabaya",2025-04-27T14:37:33.324597
rumah hook dijual hitung tanah,Rp 8.500.000.000,8,260,320,"Tebet Timur, Jakarta Selatan",2025-04-27T14:37:33.453555
"jual murah rumah komplek wisma harapan 2, mekarsari depok",Rp 1.000.000.000,3,45,90,"Mekarsari, Depok",2025-04-27T14:37:33.595135
rumah tua hitung tanah harga dibawah njop di bungur senen,Rp 4.000.000.000,4,190,311,"Senen, Jakarta Pusat",2025-04-27T14:37:33.705087
dijual cepat rumah hitung tanah saja di mainroad batununggal bandung,Rp 1.835.000.000,2,110,257,"Buahbatu, Bandung",2025-04-27T14:37:33.817604
new rumah tumbuh tipe elena di perumahan elite bandung,Rp 1.496.344.000,2,52,120,"Jl. Sharon Boulevard Raya, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Barat 40292 Bandung",2025-04-27T14:37:33.921791
dijual rumah full furnished cluster sheffield greenwich bsd,Rp 3.650.000.000,3,130,160,"Tangerang, Tangerang",2025-04-27T14:37:34.028947
"rumah brand new jual rugi, cluster belle fleur , citra garden serpong",Rp 1.250.000.000,2,48,84,"Gading Serpong, Tangerang",2025-04-27T14:37:44.754875
"villa menarik 1,6m. di jimbaran bali",Rp 1.623.000.000,2,55,107,"Jimbaran, Badung",2025-04-27T14:37:45.069687
villa cantik di nusadua bali dekat i.t.d.c,Rp 3.020.000.000,3,160,161,"Nusa Dua, Badung",2025-04-27T14:37:45.404598
rumah hook dijual hitung tanah,Rp 8.500.000.000,8,260,320,"Tebet Timur, Jakarta Selatan",2025-04-27T14:37:45.688262
rumah tua hitung tanah harga dibawah njop di bungur senen,Rp 4.000.000.000,4,190,311,"Senen, Jakarta Pusat",2025-04-27T14:37:46.005454
"jual murah rumah komplek wisma harapan 2, mekarsari depok",Rp 1.000.000.000,3,45,90,"Mekarsari, Depok",2025-04-27T14:37:46.313229
dijual cepat rumah hitung tanah saja di mainroad batununggal bandung,Rp 1.835.000.000,2,110,257,"Buahbatu, Bandung",2025-04-27T14:37:46.619744
di jual rumah cantik minimalis 2 lantai di rawasari jakarta pusat,Rp 1.200.000.000,3,68,42,"Cempaka Putih, Jakarta Pusat",2025-04-27T14:37:46.912121
gading center tipe 268 (hoek a),Rp 3.706.710.000,3,268,137,"Jalan Siak No.9, Sukapura, Cilincing, Jakarta Utara",2025-04-27T14:37:47.199307
dijual rumah di mampang prapatan jakarta selatan,Rp 3.300.000.000,3,160,228,"Jalan Pondok Jaya VIII No.7A, RT.8/RW.6, Pela Mampang, Kec. Mampang Prapatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720 Pela Mampang, Jakarta Selatan",2025-04-27T14:37:47.455291
dijual murah‼rumah penjaringan sari,Rp 2.100.000.000,5,200,180,"Rungkut, Surabaya",2025-04-27T14:37:47.750058
dijual rumah pik2 uk 4.5x10 full furnished shm hanya 1.4m,Rp 1.400.000.000,2,40,45,"Pantai Indah Kapuk 2, Jakarta Utara",2025-04-27T14:37:48.054902
‼️jual murah‼️rumah wisma mukti lt10x20,Rp 1.980.000.000,4,160,200,"Sukolilo, Surabaya",2025-04-27T14:37:48.350060
di jual rumah cluster riviera village gading serpong,Rp 1.400.000.000,3,65,72,"Gading Serpong, Tangerang",2025-04-27T14:37:48.669643
dijual rumah dekat universitas ipb,Rp 550.000.000,2,70,90,"Dramaga Cantik Residence Blok A2 no. 28, Kel. Dramaga, Kec. Dramaga, Kab. Bogor Dramaga, Bogor",2025-04-27T14:37:48.947680
arsa royal bekasi tipe elena,Rp 1.430.000.000,3,86,66,"Jl. Raya Kranggan Wetan No.10, Jatirangga, Jatisampurna, Bekasi",2025-04-27T14:37:49.255870
rumah baru ‼️ rumah di daerah bintaro,Rp 850.000.000,3,82,68,"Jombang, Tangerang Selatan",2025-04-27T14:37:49.405847
rumah termurah bsd city! dp 10% free belova classic at terravia,Rp 1.900.000.000,3,95,66,"Gading Serpong, Tangerang",2025-04-27T14:37:49.637533
dijual rumah mewah nan cantik dekat area rs islam jakarta pusat,Rp 1.275.000.000,2,58,40,"Cempaka Putih, Jakarta Pusat, JABODETABEK, Indonesia Cempaka Putih, Jakarta Pusat",2025-04-27T14:37:49.868506
dijual rumah semi furnished di cluster discovery sektor 9 bintaro,Rp 3.300.000.000,4,155,120,"Discovery Residences, Tangerang Selatan Tangerang Selatan",2025-04-27T14:37:50.140086
rumah murah dan mewah di pisangan jakarta timur,Rp 278.825.000,1,29,15,"Pisangan Baru, Jakarta Timur",2025-04-27T14:37:50.429720
cluster east ginza tipe nobu,Rp 1.286.018.387,3,60,78,"Jl. Raya Pisangan, Satriamekar, Tambun Utara, Bekasi",2025-04-27T14:37:50.735327
dijual murah rumah lt134/150 hrg925jt di margacinta bandung,Rp 925.000.000,3,155,134,"Margacinta Buahbatu (Margacinta), Bandung",2025-04-27T14:37:51.015430
rumah baru dekat renon denpasar,Rp 2.850.000.000,4,240,103,"Panjer, Denpasar",2025-04-27T14:37:51.314888
dijual rumah 2 lantai bona indah - lebak bulus jaksel,Rp 6.850.000.000,5,212,220,"Lebak Bulus, Jakarta Selatan",2025-04-27T14:37:51.592472
segera survey sebelum kehabisan! rumah murah 299 juta di sleman,Rp 299.000.000,2,36,70,"Sleman, Sleman",2025-04-27T14:37:51.872252
dijual cepat rumah sukajadi lokasi strategis batam centre,Rp 2.500.000.000,5,230,190,"Batam Kota, Batam",2025-04-27T14:37:52.174365
rumah murah 2 lantai cantik moderen di utan kayu jakarta timur,Rp 469.000.000,2,41,21,"Utan Kayu, Jakarta Timur",2025-04-27T14:37:52.469623
dijual rumah di jl malioboro bebas banjir dekat tugu yogyakarta,Rp 2.200.000.000,3,150,245,"Bumijo Jetis, Yogyakarta",2025-04-27T14:37:52.754738
rumah 4kamar tidur nuansa villa,Rp 580.000.000,4,80,90,"Cibiru Cibiru, Bandung",2025-04-27T14:37:53.054703
dijual murah rumah lt134/150 hrg925jt di margacinta bandung,Rp 925.000.000,3,155,134,"Margacinta Buahbatu (Margacinta), Bandung",2025-04-27T14:38:03.023862
ca362 dijual rumah hook modern bagus strategis row lebar di ketintang,Rp 5.900.000.000,3,250,350,"Ketintang, Surabaya",2025-04-27T14:38:03.346281
35 kamar exclusive kos bangunan baru gress full furnished wiyung,Rp 5.800.000.000,35,504,168,"Wiyung, Surabaya",2025-04-27T14:38:03.656732
rumah murah siap ditempati dekat kahuripan dan exit tol sidoarjo,Rp 1.530.000.000,3,91,126,Sidoarjo,2025-04-27T14:38:03.969135
rumah modern minimalis kepu 7 kemayoran jakarta pusat,Rp 700.000.000,2,51,26,"Senen, Jakarta Pusat",2025-04-27T14:38:04.275866
cluster emerald the first stone nempel gading serpong tipe 5,Rp 980.000.000,3,55,50,"Gading Serpong Gading Serpong, Tangerang",2025-04-27T14:38:04.564364
stunning ubud leasehold villa surrounded by lush greenery for sale,Rp 10.800.000.000,4,932,4439,"Ubud, Gianyar",2025-04-27T14:38:04.867344
rumah mewah 2 lantai kontemporer di purwomartani,Rp 1.750.000.000,4,170,108,"Purwomartani Sleman, Sleman",2025-04-27T14:38:05.170001
rumah semi villa di pemaron residence kedungu tabanan,Rp 2.700.000.000,4,275,150,"Pemaron Tanah Lot, Tabanan",2025-04-27T14:38:05.463269
"rumah jatinegara kaum rawamangun jakarta timur, rumah dalam cluster",Rp 1.174.900.000,3,80,30,"Jalan Jatinegara Kaum, Jakarta Timur, Indonesia Rawamangun, Jakarta Timur",2025-04-27T14:38:05.768044
dijual rumah 2 lantai harga di bawah njop,Rp 1.825.000.000,10,380,224,"komplek kawaluyaan indah Buahbatu, Bandung",2025-04-27T14:38:06.077806
rumah siap huni dalam komplek tanah baru dekat tol dan krl beji depok,Rp 1.150.000.000,3,90,71,"Tanah baru Beji, Depok",2025-04-27T14:38:06.337769
rumah murah 2 lantai teristimewa,Rp 555.000.000,2,60,60,"Cibinong, Bogor",2025-04-27T14:38:06.645016
rumah murah di johar baru mardani jakarta pusat,Rp 450.000.000,2,40,21,"Johar Baru, Jakarta Pusat",2025-04-27T14:38:06.885197
dijual cepat rumah bulevard siap huni nego sampe deal,Rp 3.500.000.000,4,200,240,"Kota Wisata Cibubur Bogor Timur - Kota, Bogor",2025-04-27T14:38:07.139999
dijual murah rumah full furnished dalam komplek di rawamangun,Rp 5.800.000.000,9,200,212,"Rawamangun, Jakarta Timur",2025-04-27T14:38:07.400708
hunian cluster di gatsu barat denpasar,Rp 1.875.000.000,3,125,100,"Jln kebo iwa, denpasar barat, padang sambian kaja, penginapan teduh ayu Denpasar Barat, Denpasar",2025-04-27T14:38:07.688277
"dijual cepat rumah legenda wisata (ls,nc,sr)",Rp 3.500.000.000,4,350,310,"Legenda Wisata Gunung Putri, Bogor",2025-04-27T14:38:07.988794
rumah asri tanah luas barat stadion tgp godean,Rp 550.000.000,2,80,172,"Godean, Sleman",2025-04-27T14:38:08.290273
"rumah 2 lantai, cash back ppn uang kembali sampai rp 160 jutaan",Rp 1.051.000.000,3,109,90,"Tamalanrea, Makassar",2025-04-27T14:38:08.583476
dijual cepat rumah l10 cluster cassia di jakarta garden city 030co015,Rp 3.050.000.000,4,208,200,"Jakarta Garden City, Cakung Timur Kel., Cakung, Jakarta Timur, 13910, Indonesia Cakung, Jakarta Timur",2025-04-27T14:38:08.874830
"rumah ala resort , harga merakyat di pinewood - banjar wijaya",Rp 2.000.000.000,3,91,112,"Cipondoh, Tangerang",2025-04-27T14:38:09.124451
rumah mewah dp 0 listrik underground hanya 15 menit ke kampus ui,Rp 910.000.000,3,70,53,"Jalan Tanah Baru, Depok, Indonesia Tanah Baru, Depok",2025-04-27T14:38:09.358861
rumah 2 lantai gracia ayu amerta strategis 8 menit stasiun,Rp 851.999.000,2,59.0,60,"Bekasi Timur, Bekasi",2025-04-27T14:38:09.678258
dijual rumah baru lokasi super strategis di puspitaloka bsd,Rp 5.500.000.000,5,306,240,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:38:09.971603
rumah minimalis di kerobokan kaja 10 menit ke canggu bali,Rp 1.200.000.000,3,100,150,"Jalan Dalung Permai Kerobokan Kaja, Kerobokan Kaja Kel., Kuta Utara, Badung, 80365, Indonesia Kerobokan Kaja, Badung",2025-04-27T14:38:10.161363
dijual rumah rapih new jasmine gading serpong cat all 4 kamar tidur,Rp 2.500.000.000,4,113,120,"New Jasmine, Pakulonan Barat Kel., Kelapa Dua, Tangerang Kabupaten, 15835, Indonesia Gading Serpong, Tangerang",2025-04-27T14:38:10.428283
villa 2 lantai kawasan wisata batu pemandangan gunung shm bisa kpr,Rp 780.000.000,3,70,92,"Oro-oro Ombo, Batu",2025-04-27T14:38:10.643056
dijual rumah siap huni best view free ppn kota semarang,Rp 580.000.000,2,36,584684685,"Tembalang, Semarang",2025-04-27T14:38:10.904757
"rumah murah, dua kamar dalam komplek pondok kencana permai ciomas",Rp 730.000.000,2,70,145,"Perumahan Pondok Kencana Permai Ciomas Ciomas, Bogor",2025-04-27T14:38:11.082350
dijual rumah baru lokasi super strategis di puspitaloka bsd,Rp 5.500.000.000,5,306,240,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:38:22.266658
rumah minimalis di kerobokan kaja 10 menit ke canggu bali,Rp 1.200.000.000,3,100,150,"Jalan Dalung Permai Kerobokan Kaja, Kerobokan Kaja Kel., Kuta Utara, Badung, 80365, Indonesia Kerobokan Kaja, Badung",2025-04-27T14:38:22.579310
dijual rumah siap huni best view free ppn kota semarang,Rp 580.000.000,2,36,584684685,"Tembalang, Semarang",2025-04-27T14:38:22.904871
dijual cepat siap huni nego sampai jadi,Rp 1.350.000.000,4,200,136,"Cibubur, Jakarta Timur",2025-04-27T14:38:23.218281
dijual rumah rapih new jasmine gading serpong cat all 4 kamar tidur,Rp 2.500.000.000,4,113,120,"New Jasmine, Pakulonan Barat Kel., Kelapa Dua, Tangerang Kabupaten, 15835, Indonesia Gading Serpong, Tangerang",2025-04-27T14:38:23.517146
"rumah murah, dua kamar dalam komplek pondok kencana permai ciomas",Rp 730.000.000,2,70,145,"Perumahan Pondok Kencana Permai Ciomas Ciomas, Bogor",2025-04-27T14:38:23.834703
villa 2 lantai kawasan wisata batu pemandangan gunung shm bisa kpr,Rp 780.000.000,3,70,92,"Oro-oro Ombo, Batu",2025-04-27T14:38:24.116685
rumah 2 lantai jakarta timur dekat lrt cibubur dan tol dp 0 free biaya,Rp 820.000.000,3,84,61,"Cibubur Cibubur, Jakarta Timur",2025-04-27T14:38:24.358638
dijual rumah alam sutera 3 lantai sutera winona,Rp 5.500.000.000,5,231,126,"Pinang, Tangerang",2025-04-27T14:38:24.567045
rumah murah siap huni jagakarsa jakarta selatan,Rp 1.350.000.000,3,140,70,"Jagakarsa, Jakarta Selatan",2025-04-27T14:38:24.789358
