Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
"rumah clasic modern lokasi strategis, 5 mnt lrt dan toll cibubur",Rp 915.000.000,3,72,50,"Harjamukti Cimanggis Depok Jawa Barat Cimanggis, Depok",2025-04-27T14:31:28.812464
dijual rumah 2 lantai cendana residence 2 bsd city dekat tol & stasiun,Rp 1.239.800.000,3,57,72,"Cisauk Cisauk, Tangerang",2025-04-27T14:31:29.112816
di jual cepat dan murah rumah siap huni (klender - duren sawit),Rp 1.500.000.000,3,150,97,"Jl. Pertanian Sel. No.12A, RT.12/RW.3, Klender, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470 Klender, Jakarta Timur",2025-04-27T14:31:29.414510
villa modern 4 bedroom di tumbak bayuh pererenan canggu,Rp 3.950.000.000,4,180,210,"Pererenan, Badung",2025-04-27T14:31:29.735613
rumah murah siap huni di situsari suryalaya cijagra turangga bandung,Rp 2.900.000.000,3,250,200,"Situsari III Lengkong, Bandung",2025-04-27T14:31:30.031272
rumah murah 4 lantai view kota dekat hotel area sejuk dago bandung,Rp 2.000.000.000,4,250,150,"Dago Tea House Dago, Bandung",2025-04-27T14:31:30.320304
perumahan 2 lantai strategis dan pinggir jalan raya cilodong depok,Rp 875.000.000,3,60,60,"jl raya Abdul Gani Cilodong, Depok",2025-04-27T14:31:30.592249
dijual rumah full furnish mewah di gading serpong,Rp 15.458.100.000,4,261,329,"Gading Serpong Curug Sangereng, Tangerang",2025-04-27T14:31:30.881122
rumah 2 lantai mewah dan elegant pinggir jalan raya cilodong depok,Rp 1.075.000.000,3,80,84,"Jalan Kemang Raya Cilodong, Depok",2025-04-27T14:31:31.182706
hanya 10 menit dari tol bsd dan stasiun krl cluster keren di bsd city,Rp 1.205.000.000,2,66,60,"BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:31:31.480351
dijual rumah shila sawangan,Rp 2.390.000.000,3,79,150,"Shila Sawangan Bojongsari, Depok",2025-04-27T14:31:31.770554
rumah dijual bsd,Rp 3.750.000.000,4,166,128,"Legok, Tangerang Kabupaten, JABODETABEK, Indonesia Legok, Tangerang",2025-04-27T14:31:32.077788
rumah dekat mall bsd siap huni,Rp 5.746.457.500,4,255,144,"Cluster Eonna Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:31:32.381441
rumah ready full furnish paramount petals,Rp 3.617.600.000,4,111,178,"Paramount Petals Curug, Tangerang",2025-04-27T14:31:32.689740
rumah dijual di jatibening pondok gede deket pintu tol murah 2 lantai,Rp 2.600.000.000,5,120,131,"Jatibening. Pondok Gede. Kota Bekasi Pondok Gede, Bekasi",2025-04-27T14:31:43.451256
dijual cluster lily paramount petals,Rp 1.680.000.000,3,80,72,"Curug, Tangerang",2025-04-27T14:31:43.732791
langka dijual tanah plus 2 villa dekat pantai batu bolong,Rp 65.100.000.000,7,1860,1860,"Jalan raya utama Pantai Batu Bolong, Canggu, Bali Canggu, Badung",2025-04-27T14:31:44.037330
rumah 2.5 lantai rooftop fasilitas lengkap 5 mnit lrt harjamukti & tol,Rp 900.000.000,3,72,50,"Harjamukti Cimanggis Depok Jawa Barat Cimanggis, Depok",2025-04-27T14:31:44.253262
hanya 10 menit dari tol bsd dan stasiun krl cluster mewah di bsd city,Rp 1.240.800.000,3,57,72,"Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:31:44.405212
elyon at eonna rumah mewah premium di jantung bsd city,Rp 4.600.000.000,4,189,128,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:31:44.517197
"rumah cipinang baru dekat arion,klender,bekasi bisa kpr siap huni",Rp 2.500.000.000,3,90,76,"Jalan Cipinang Baru Raya, Jakarta Timur, 13240, Indonesia Rawamangun, Jakarta Timur",2025-04-27T14:31:44.653056
rumah 1 lantai dengan 3 kamar tidur di tole iskandar sukmajaya depok,Rp 995.000.000,3,65,120,"Jalan Raden Saleh Sukmajaya, Depok",2025-04-27T14:31:44.783874
"dijual – villa nyaman di renon, bali - vskhe",Rp 9.100.000.000,4,265,490,"Renon, Denpasar",2025-04-27T14:31:44.984057
villa baru siap huni di padonan dekat canggu,Rp 2.500.000.000,2,80,160,"padonan Canggu, Badung",2025-04-27T14:31:45.316852
bu rumah mewah full furnished daerah citarum bandung ( under valued ),Rp 30.000.000.000,7,800,600,"Citarum, Bandung",2025-04-27T14:31:45.584359
dijual rumah 2 lantai giantara serpong bsd city dekat tol & stasiun,Rp 1.200.000.000,2,66,60,"Cisauk Cisauk, Tangerang",2025-04-27T14:31:45.863800
dijual rumah mewah siap huni di giantara serpong at bsd city free dp,Rp 1.200.000.000,2,66,60,"Serpong Serpong, Tangerang Selatan",2025-04-27T14:31:46.147697
the astelia bintaro tipe hoek,Rp 2.280.000.000,4,150,72,"Jl. Jurang Mangu Barat, Jurang Mangu Barat, Pondok Aren, Tangerang",2025-04-27T14:31:46.459590
bamboo prime residence tipe mezzanine d19,Rp 1.242.705.000,3,45,79,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:31:46.749321
grade a dibsd city premium home easy akses & dpn mall armont residence,Rp 5.400.000.000,5,232,120,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:31:47.039008
rumah premium di perumahan eksklusif kota bandung,Rp 1.553.880.000,3,80,72,"Jl. Sharon Boulevard Raya, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Barat 40292 Bandung",2025-04-27T14:31:47.367366
tahomi ville tipe 55,Rp 624.680.714,3,55,50,"Jl. Raya Tapos No.50, Cimpaeun, Tapos, Depok",2025-04-27T14:31:47.679230
hunian 2 lantai 700jt an lokasi ksu sukmajaya depok,Rp 720.000.000,3,70,48,"Tirtajaya, Depok",2025-04-27T14:31:47.989408
rumah murah araya luas 144 bonus furniture dekat kampus binus,Rp 1.500.000.000,3,144,144,"Blimbing, Malang",2025-04-27T14:31:48.287191
rumah luas120/111 hrg335jt di manglayang regency cileunyi bandung,Rp 335.000.000,3,110,120,"Cileunyi, Bandung",2025-04-27T14:31:48.444900
dijual rumah cluster di ciater - bsd city,Rp 796.000.000,2,36,66,"Ciater Park Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:31:48.542100
dijual rumah siap huni di depok,Rp 1.200.000.000,4,165,77,"Depok, Depok",2025-04-27T14:31:48.663674
rumah 2lt 6x14 84m 2kt cluster sentarum asya jgc jakarta garden city,Rp 2.500.000.000,2,80,84,"Cakung, Jakarta Timur",2025-04-27T14:31:48.784234
dijual rumah modern dekat bsd city,Rp 1.121.000.000,3,65,60,"Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:31:48.913627
revisi turun harga dijual cepat rumah dharmahusada indah surabaya,Rp 6.000.000.000,7,410,375,"Dharma Husada, Surabaya",2025-04-27T14:31:49.025387
dijual rumah di tangsel 5 juta all in,Rp 1.621.000.000,2,88,84,"Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:31:49.188660
dijual rumah renov full furnished di metland cibitung bekasi,Rp 840.000.000,2,40,72,"Cibitung, Bekasi",2025-04-27T14:31:49.495934
rumah 2 lantai strategis dekat tol jatinegara jakarta timur,Rp 1.192.000.000,3,90,50,"Jalan Pisangan Baru, Pisangan Baru Kel., Matraman, Jakarta Timur, 13110, Indonesia Pisangan Baru, Jakarta Timur",2025-04-27T14:31:49.781993
luxury villa di pecatu bali,Rp 1.835.000.000,2,70,108,"Pecatu, Badung",2025-04-27T14:31:50.105279
rumah luas120/111 hrg335jt di manglayang regency cileunyi bandung,Rp 335.000.000,3,110,120,"Cileunyi, Bandung",2025-04-27T14:32:00.248774
bunaken park tipe talisei,Rp 235.000.000,2,36,91,"Jln. Pandu Pangiang, Lingk III, Pandu, Bunaken, Manado",2025-04-27T14:32:00.514163
jual rumah 2 lantai siap huni di komplek mekar wangi bandung,Rp 2.700.000.000,3,150,100,"Mekar Wangi Mekarwangi, Bandung",2025-04-27T14:32:00.782534
"dijual cepat rumah lokasi yang nyaman, one gate sistem di bintaro jaya",Rp 4.000.000.000,4,150,180,"Bintaro Jaya Sektor 9, Tangerang Selatan Tangerang Selatan",2025-04-27T14:32:01.015782
dijual rumah siap huni di kebayoran residence bintaro,Rp 4.150.000.000,4,120,105,"Jl. Kby. Residence, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15224, Indonesia Tangerang",2025-04-27T14:32:01.368284
2 kamar tidur minimalis tambun bekasi,Rp 435.000.000,2,36,72,"Jl. Swadaya Bekasi, Desa Sumber Jaya, Kecamatan Tambun Selatan, Kabupaten Bekasi Tambun Selatan, Bekasi",2025-04-27T14:32:01.498753
2 kamar tidur type 40/73 bekasi umuka 2.5jt-discount 25jt,Rp 485.000.000,2,40,73,"Jalan Swadaya, Tambun Selatan, Bekasi Kabupaten, 17510, Indonesia Tambun Selatan, Bekasi",2025-04-27T14:32:01.596899
ema330 dijual rumah hitung tanah murah strategis shm di jalan legundi,Rp 3.300.000.000,5,250,383,"Ketabang, Surabaya",2025-04-27T14:32:01.692469
rumah komersil dp murah harga terjangkau,Rp 350.000.000,2,38,84,"Fontana Lake Residence Cileungsi, Bogor",2025-04-27T14:32:01.900452
bamboo prime residence tipe emerald a18 (ff),Rp 1.959.042.000,3,88,99,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:32:02.204919
bamboo prime residence tipe mezzanine d11 (ff),Rp 1.295.125.000,3,45,71,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:32:02.495182
dijual rumah siap huni – bebas banjir & dekat stasiun sudimara!,Rp 700.000.000,2,24,60,"Ciputat, Tangerang Selatan",2025-04-27T14:32:02.782381
bamboo prime residence tipe mezzanine d12 (ff),Rp 1.275.575.000,3,45,71,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:32:03.063924
rumah 2 lantai siap huni booking 1 jt siap akad lokasi kalimulya depok,Rp 970.000.000,3,80,70,"Cilodong, Depok",2025-04-27T14:32:03.273202
rumah 2 lantai strategis dekat danu sunter jakarta utara,Rp 742.330.000,2,56,33,"Jalan Ancol Selatan II, Sunter Agung Kel., Tanjung Priok, Jakarta Utara, 14330, Indonesia Sunter, Jakarta Utara",2025-04-27T14:32:03.383449
rumah dijual strategis dekat prj kemayoran jakarta pusat,Rp 688.900.000,2,48,25,"Kemayoran, Jakarta Pusat",2025-04-27T14:32:03.496099
rumah 2 lantai di griya bintara indah,Rp 1.400.000.000,3,200,117,"Bintara, Bekasi",2025-04-27T14:32:03.606102
rumah 2 lantai siap huni cipinang baru raya jakarta timur,Rp 2.500.000.000,3,90,76,"Jalan Cipinang Baru Raya, Cipinang Kel., Pulo Gadung, Jakarta Timur, 13240, Indonesia Cipinang, Jakarta Timur",2025-04-27T14:32:03.717278
dijual rumah mewah 2 lantai modal booking 1 juta langsung akad & huni,Rp 970.000.000,3,90,70,"Grand Depok City Depok, Depok",2025-04-27T14:32:03.900424
murah ruko ramai lokasi strategis harga 399jt di margahayu buah batu,Rp 399.900.000,3,74,38,"Komplek Margahayu Raya Buahbatu (Margacinta), Bandung",2025-04-27T14:32:04.192634
rumah subsidi di ungaran hanya 166juta,Rp 166.000.000,2,30,60,"GREEN SAKANTI UNGARAN Ungaran, Semarang",2025-04-27T14:32:04.479606
rumah siap huni dekat stasiun banyuwangi kota,Rp 215.000.000,2,50,84,"Sasak Perot Banyuwangi, Banyuwangi",2025-04-27T14:32:04.786377
bunaken park tipe bukide,Rp 284.800.000,2,40,104,"Jln. Pandu Pangiang, Lingk III, Pandu, Bunaken, Manado",2025-04-27T14:32:05.077642
rumah cluster baru strategis dekat tol grogol limo depok,Rp 1.095.000.000,3,75,60,"Grogol depok Limo, Depok",2025-04-27T14:32:05.319762
mekarjaya green residence hunian nyaman di sumedang,Rp 166.000.000,2,30,63,"Sumedang Utara, Sumedang",2025-04-27T14:32:05.586026
income 600jt'an 30 kamar kos exclusive aktif bangunan baru gres wiyung,Rp 5.200.000.000,30,630,213,"Wiyung, Surabaya",2025-04-27T14:32:05.817808
mutiara damai tipe m,Rp 2.352.000.000,3,130,109,"Jalan Damai Blok Damai No.40, Setu, Cipayung, Jakarta Timur",2025-04-27T14:32:06.114645
mutiara damai tipe p,Rp 2.100.000.000,3,121,96,"Jalan Damai Blok Damai No.40, Setu, Cipayung, Jakarta Timur",2025-04-27T14:32:06.373049
mutiara damai tipe b,Rp 1.834.000.000,3,103,82,"Jalan Damai Blok Damai No.40, Setu Cipayung, Jakarta Timur",2025-04-27T14:32:06.657074
rumah murah medokan rungkut surabaya,Rp 1.550.000.000,4,200,150,"Rungkut, Surabaya",2025-04-27T14:32:06.920447
dijual rumah mewah 2 lantai modal booking 1 juta langsung akad & huni,Rp 970.000.000,3,90,70,"Grand Depok City Depok, Depok",2025-04-27T14:32:16.014269
rumah siap huni dekat stasiun banyuwangi kota,Rp 215.000.000,2,50,84,"Sasak Perot Banyuwangi, Banyuwangi",2025-04-27T14:32:16.310518
the astelia bintaro tipe badan,Rp 1.792.000.000,4,130,60,"Jl. Jurang Mangu Barat, Jurang Mangu Barat, Pondok Aren, Tangerang",2025-04-27T14:32:16.613276
bamboo prime residence tipe mezzanine d18 (ff),Rp 1.605.265.000,3,45,83,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:32:16.863698
rumah 2 lantai mewah siap huni murah lokasi dekat lrt harjamukti tol,Rp 1.600.000.000,3,80,89,"Cimanggis, Depok",2025-04-27T14:32:17.113402
rumah di dukuh bima ada kolam renang jual murah,Rp 2.100.000.000,3,250,196,"Tambun Selatan, Bekasi",2025-04-27T14:32:17.377529
rumah idaman tanpa dp lokasi pusat kota bsd city elyon strategis 3 lt,Rp 4.600.000.000,5,265,162,"Gading Serpong, Tangerang",2025-04-27T14:32:17.666299
unit minimalis 3kt jl kaliurang sleman ngaglik dekat gentan kampus uii,Rp 765.000.000,3,60,100,"Jalan bias Ngaglik, Sleman",2025-04-27T14:32:17.925512
bunaken park tipe anuling,Rp 253.200.000,2,36,91,"Jln. Pandu Pangiang, Lingk III, Pandu, Bunaken, Manado",2025-04-27T14:32:18.216143
cluster east ginza tipe harumi,Rp 971.148.410,2,35,78,"Jl. Raya Pisangan, Satriamekar, Tambun Utara, Bekasi",2025-04-27T14:32:18.472591
dijual rumah townhouse 2 lantai kondisi baru di komplek kesuma regency,Rp 1.400.000.000,3,161,96,"Jl. Sukamaju Komp. Kesuma Regency Xtension (KRX) No. 20Q Palembang Ilir Barat I, Palembang",2025-04-27T14:32:18.574831
dijual rumah bagus siap huni di bintaro sektor 7,Rp 5.900.000.000,4,350,279,"Bintaro, Tangerang Selatan",2025-04-27T14:32:18.687675
rumah dijual malibu pakuwon city surabaya murah langka furnished,Rp 3.100.000.000,3,150,144,"Pakuwon City Mulyorejo, Surabaya",2025-04-27T14:32:18.790448
wts dijual rumah cluster the zora - bsd city,Rp 6.200.000.000,4,200,153,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:32:19.026783
turun harga cluster thomson gading serpong 2 lantai full renovasi,Rp 1.650.000.000,3,84,66,"Gading Serpong, Tangerang",2025-04-27T14:32:19.282681
jual rumah minimalis gaya jepang di arjasari,Rp 277.000.000,2,73,90,"Arjasari, Bandung",2025-04-27T14:32:19.572691
djual rumah 2 lantai di pamulang,Rp 766.500.000,2,64,50,"Setu Sasak Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:32:19.849430
"“cuma 1 juta bisa punya smart home di sawangan depok? yes, dia. !",Rp 643.000.000,2,56,63,"Jl H Sulaiman Bedahan Depok Sawangan, Depok",2025-04-27T14:32:20.092109
"“klasika townhouse,siap huni! ,cukup booking fee 1juta ajaaa!",Rp 657.000.000,2,45,62,"Gunung Putri Gunung Putri, Bogor",2025-04-27T14:32:20.333618
dijual rumah hook halam luas di bintaro permai bintaro jakarta selatan,Rp 6.500.000.000,5,300,475,"Bintaro Permai, Pesanggrahan Jakarta Selatan Jakarta Selatan",2025-04-27T14:32:20.539341
dijual rumah cluster nara village gading serpong 8menit ke bsd,Rp 3.900.000.000,3,116,120,"Gading Serpong, Tangerang",2025-04-27T14:32:20.865725
bamboo prime residence tipe emerald a16,Rp 1.866.530.000,3,88,112,"Jalan Lele Raya, Bambu Apus, Pamulang, Tangerang Selatan",2025-04-27T14:32:21.284207
tahomi ville tipe 80,Rp 800.905.088,3,80,66,"Jl. Raya Tapos No.50, Cimpaeun, Tapos, Depok",2025-04-27T14:32:21.593123
rumah mewah elite permata jingga pj blok west dekat masjid + furniture,Rp 1.650.000.000,3,100,82,Malang,2025-04-27T14:32:21.885616
rumah mewah semi cluster shm dekat kantor pelni jakarta pusat,Rp 660.000.000,2,46,24,"Kemayoran, Jakarta Pusat",2025-04-27T14:32:22.093641
rumah cluster deket bintaro plaza dan stasiun pd ranji,Rp 850.000.000,2,80,100,"Bintaro, Tangerang Selatan",2025-04-27T14:32:22.384375
rumah di jual di sukmajaya depok lokasi strategis,Rp 1.100.000.000,3,70,81,"Jl. Tugu Jaya, H. Saih Kel. Tirtajaya, Kec. Sukmajaya Kota Depok Sukmajaya, Depok",2025-04-27T14:32:22.664108
rumah strategis 2 lantai di taman merdeka sukmajaya,Rp 930.000.000,3,60,60,"Mekar Jaya, Depok",2025-04-27T14:32:22.969624
dijual rumah brandnew siap huni di the icon bsd city,Rp 5.750.000.000,4,289,197,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:32:23.228467
s798.rumah murah ekonomis siap huni free biaya dkt akses bsd buaran,Rp 525.000.000,2,40,63,"Buaran Setu Tangerang Selatan Setu, Tangerang Selatan",2025-04-27T14:32:23.574384
"strategis kos dekat unair, its bangunan baru gress 30 kamar exclusive",Rp 5.700.000.000,30,450,180,"Gubeng, Surabaya",2025-04-27T14:32:33.660688
dijual rumah brandnew siap huni di the icon bsd city,Rp 5.750.000.000,4,289,197,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:32:33.925482
s798.rumah murah ekonomis siap huni free biaya dkt akses bsd buaran,Rp 525.000.000,2,40,63,"Buaran Setu Tangerang Selatan Setu, Tangerang Selatan",2025-04-27T14:32:34.211192
mutiara damai tipe e,Rp 2.313.000.000,4,167,109,"Jalan Damai Blok Damai No.40, Setu, Cipayung, Jakarta Timur",2025-04-27T14:32:34.480055
murah rumah minimalis 2 lantai harga 930 di margahayu buahbatu bandung,Rp 930.000.000,4,150,90,"Metro Indah Mall Buahbatu (Margacinta), Bandung",2025-04-27T14:32:34.860826
rumah baru modern classic dalam komplek,Rp 8.900.000.000,4,450,302,"Lebak Bulus, Jakarta Selatan",2025-04-27T14:32:34.980530
"sudah langka , stok jarang! rumah tipe standar di summarecon bekasi",Rp 2.050.000.000,2,103,126,"Summarecon Bekasi, Bekasi",2025-04-27T14:32:35.154481
dijual rumah cantik dan modern pisangan jakarta timur,Rp 850.000.000,3,64,32,"Jatinegara, Jakarta Timur",2025-04-27T14:32:35.395536
dijual cepat ! rumah hoek terawat northwest central citraland,Rp 1.350.000.000,2,72,72,"Pakal, Surabaya",2025-04-27T14:32:35.621646
dijual rumah murah mewah 3 lt on prpgress di lippo cikarang,Rp 3.500.000.000,5,600,330,"Lippo Cikarang, Bekasi",2025-04-27T14:32:35.865295
rumah lama terawat bagus siap huni di kav polri ragunan,Rp 15.000.000.000,6,600,960,"Ragunan, Jakarta Selatan",2025-04-27T14:32:36.126716
dijual rumah minimalis siap huni di kebayoran residence bintaro,Rp 2.200.000.000,2,73,68,"Bintaro, Tangerang Selatan",2025-04-27T14:32:36.397592
dijual rumah limasan pinggir waduk cengklik cocok untuk resto,Rp 875.000.000,1,150,242,"Sambi, Boyolali",2025-04-27T14:32:36.654227
rumah baru on progress di kalisari pasar rebo jakarta timur,Rp 1.785.000.000,4,114,84,"Kalisari Pasar Rebo, Jakarta Timur",2025-04-27T14:32:36.901719
mutiara damai tipe a,Rp 1.685.000.000,3,108,78,"Jalan Damai Blok Damai No.40, Setu, Cipayung, Jakarta Timur",2025-04-27T14:32:37.128511
mutiara damai tipe d,Rp 3.075.000.000,4,152,142,"Jalan Damai Blok Damai No.40, Setu Cipayung, Jakarta Timur",2025-04-27T14:32:37.224145
"dijual: rumah kawasan premium di jl kutisari , surabaya",Rp 5.500.000.000,8,200.0,342,"Jalan Kutisari 9, Surabaya, Indonesia Tenggilis Mejoyo, Surabaya",2025-04-27T14:32:37.398698
villa cantik 2 bedroom segera siap huni,Rp 1.975.000.000,2,60,129,"Nusa Dua, Badung",2025-04-27T14:32:37.674626
bunaken park tipe miangas,Rp 339.200.000,2,40,112,"Jln. Pandu Pangiang, Lingk III, Pandu, Bunaken, Manado",2025-04-27T14:32:37.949220
hunian 2 lantai siao huni sudah ada tetangga lokasi cilodong depok,Rp 1.080.000.000,3,90,77,"Kalimulya, Depok",2025-04-27T14:32:38.242747
armont residences sangat murah di kelasnya! new luxury cluster bsdcity,Rp 5.400.000.000,5,232,120,"Gading Serpong, Tangerang",2025-04-27T14:32:38.534977
dijual.cepat rumah suvarna sutera cluster bahana harga nego,Rp 1.100.000.000,3,127,102,"Cikupa, Tangerang",2025-04-27T14:32:38.784358
"rumah jgc full renov murah 2,2m - pasaran 2,8m - 112 /160 - 2,5 lt",Rp 2.200.000.000,4,160,112,"Jakarta Garden City - Cluster North Mississippi - Blok G Cakung, Jakarta Timur",2025-04-27T14:32:39.017104
ca361 dijual rumah baru gress hook murah strategis shm di mulyosari,Rp 1.625.000.000,3,125,84,"Mulyosari, Surabaya",2025-04-27T14:32:39.296585
rumah di bekasi fasilitas sangat lengkap dan bebas banjir,Rp 655.000.000,2,36,72,"Bekasi Utara, Bekasi",2025-04-27T14:32:39.566493
dijual rumah cluster dekat aeon bsd & stasiun cisauk,Rp 1.100.000.000,2,54,84,"Cisauk, Tangerang",2025-04-27T14:32:39.677878
"dijual rumah bendungan hilir, lokasi premium, siap huni",Rp 5.905.000.000,3,160,126,"Bendungan Hilir, Jakarta Pusat",2025-04-27T14:32:39.805365
new villa di umalas kerobokan badung bali,Rp 14.000.000.000,4,560,400,"Airy Seminyak Kerobokan Umalas Klecung 8 Bali Umalas, Badung",2025-04-27T14:32:39.928612
rumah cozy full furnish di lokasi idaman raffles hills cibubur,Rp 6.300.000.000,5,400,300,"Raffles Hills Cibubur, Jakarta Timur",2025-04-27T14:32:40.050345
rumah minimalis di perumahan lebak lestari,Rp 8.200.000.000,4,316,354,"Jl Taman Lebak bulus III no 7 blok Y Lebak Bulus, Jakarta Selatan",2025-04-27T14:32:40.146140
